Term,Sentence,Video ID
bouquet," The ""bouquet"" consisted, the same, they took the posture, there were those who gave the goal and had to get up and go to a chair in which they put a bouquet and in the other another, touch a bouquet, go to the other side, touch a bouquet and come back, and if he touched that one it was already for him, but if when he was going to take his hand the other said as much or five more, again, so much, and come back, you haven't seen that",UW03tIjwjMA
stub," And the truth is that well, in the end, because to reach an agreement, without further ado """" Donkeys get a lot from the ""stub"", which we call it, which is colic """" Before we cured it with home remedies , for the mouth, in a bottle, prepare and pour hot brandy, and ",kzpkddF6jY8
fuck!," I take it out and when they go out, I take them out to the meadow, whoever sees them says ""fuck!"" who combed the wear """" He who has cows now, for the use, you have a cart, and rigging and go with the car to get food, to the farm, the orchard, turnips, frog, wheat, rye, it let it be for the cows",kzpkddF6jY8
chola," If the donkey has little helmet, like this one, which has little, you have to remove it from the back, because if you remove it from the front they call it, it is ""chola"", and it treads half on top",kzpkddF6jY8
turning the edges," Next, Juan sews the wool fabric to these rayon veins, an operation known as ""turning the edges""",xLSxuB6F_pI
xungueira," It happens that the reed is cut first, this is cut in the ""xungueira"" (field where the reed grows)",bCaYIA1XJU8
upturned," This has to be the ""upturned"" reed so that everything stays the same",bCaYIA1XJU8
restelo," I'm combing them with a comb, it's called ""restelo"" to ""restelo"" the carapuchos",bCaYIA1XJU8
"Well, now the front"," ""Well, now the front"" ""Now let's see how it goes squad"" ""Well that matches so far this rope from corner to corner, and never fails, eh"" ""When is forming suffice here We could break some ashlar and then since it has this support here, it gives it a lot of consistency, you see, even if you do this it is already difficult for them to break from here",7X_hkXoV_lk
Another thing more done," ""Another thing more done"" ""Now, with this needle, which is called a passara, pass these ropes to tie the sticks",7X_hkXoV_lk
start," The manufacture of the bottom ring or rodancha, in the phase called ""start"", is followed by the location of the two uprights, made up of five wickers each, placed with the ends in the opposite direction",bgEH-BcLK9Q
rodancha," So that the bottom of the container is ais side of the ground and does not rot with the passage of time, the environment is made, consisting of a braid with three branches around the ""rodancha"" The weaving of the body of the basin begins with the placement of fourteen wickers, one per pillar, that the basket maker will pass, patiently one by one, to become part of the fabric of the body",bgEH-BcLK9Q
falceño," The ""falceño"" allows to open the grain of the wicker, and the splitter completes this longitudinal fragmentation",bgEH-BcLK9Q
reason," The placement of each new wicker per pillar is followed by a tightening based on blows with the ""reason""",bgEH-BcLK9Q
a cord," A previous closure called ""a cord"", leaves the tissue of the body of the basin finished",bgEH-BcLK9Q
argaderas," The ""argaderas"" (aguaderas) are wicker containers, in the form of four baskets joined in pairs, which were used to transport the jugs to the source",bgEH-BcLK9Q
eyelet," Each individual basket that houses a pitcher is called an ""eyelet"", and like the cuévano, it has two parts, the bass drum or lower half and the bell or upper half",bgEH-BcLK9Q
Above!," ""Above!"" “Put on less, put him on there",MtQwSLZprs4
phyto," With the ""phyto"", which is a piece of wet leather, this potter smoothes the surface of the piece, trying to reduce the imperfections typical of a work made entirely by hand following tradition",q3O95AqxWLc
 jañadero ," "" ""Now I pass the"" jañadero ""because many ladies, after they see her at the door tell us: What a poorly cooked casserole, it seems to have waves",q3O95AqxWLc
jañadero," To smooth the surface of the pieces, use the ""jañadero"" which is a piece of barrel wood",q3O95AqxWLc
Now I am going to prepare the," ""Now I am going to prepare the"" juaguete "" to give to the casseroles and then I will give him the vidriau, which is a kind of clay that has to be strained because otherwise it is very rough with these sands",q3O95AqxWLc
chunks," Now is the time to cover them with a layer of ""chunks"" or old rubble of broken pieces, so that the fire is retained and a uniform cooking takes place",q3O95AqxWLc
cooking," Cooking or ""cooking"" begins",q3O95AqxWLc
boliches," One of those attentions that beans or ""boliches"" require during their growth to make them finer, consists of impaling the bushes with some boxwood sticks",tWYl6D7TBxk
tiello,"- They seal the arna with güeña of cow the ""tiello"" or stone slab",OOpx_V4fQQ8
 morlazas ,"- In this second phase the colmenero use"" morlazas ""to filter the virgin wax",OOpx_V4fQQ8
This is called," ""This is called"" scarmená",NnMBazN72zY
cardá," And this is called ""cardá""",NnMBazN72zY
peazo," You are already? Well, we have finished, the garment is already finished "" "" Of all the wool process, of all the work that we have done I am going to start the ""peazo"", of all this merchandise that we have here "" "" Four dozen, it is measured with the needle, and a little more and a heel ” “ I am starting a piece of the wool that we have worked, the white and the black, but I start it with the white ” “ Two stitches to the right and two backwards",NnMBazN72zY
Bombyx mori," On a daily basis, we must go to the morales to collect the amount of fresh leaves that are needed to feed the small caterpillars of the night butterfly ""Bombyx mori"", which have already begun to emerge from their eggs",vpRIABctmrY
workshop," The small insects are housed in large shallow boxes, inside a room or ""workshop"" that maintains constant temperatures between 20 and 26 degrees and humidity above 75%",vpRIABctmrY
"bug,"," The ""bug,"" as El Paso calls the caterpillar, grows rapidly",vpRIABctmrY
different," From this last change it is said that the caterpillar is in ""different""",vpRIABctmrY
divine," The ""divine"", as the sericulturists call it, secretes a liquid on the silk to soften it, break the thread and be able to come out of the cocoon",vpRIABctmrY
barboleta," Each butterfly or ""barboleta"" will lay about 400 or 500 eggs that remain attached to the cocoon, to the branches or to a black cloth that is placed to collect them",vpRIABctmrY
seeds," These eggs or ""seeds"" will be kept in cool places until next spring to start the cycle again",vpRIABctmrY
stew," To do this, after separating the stained cocoons and the corpses, proceed to the so-called ""stew""",vpRIABctmrY
sarja," From the reel, the silk thread passes to the ""sarja"", which can hold two or three small skeins",vpRIABctmrY
canyons,""" Filling the ""canyons"" consists of joining a certain number of threads in cane tubes, depending on the work to be done",vpRIABctmrY
curls," In this process, the silk has to be wet so that it takes the twist and does not make ringlets or ""curls""",vpRIABctmrY
jusos," The silks usually work with several ""jusos"" at the same time, usually four or six",vpRIABctmrY
barrels," When the silk threads are very tangled together, the ""barrels"" are made by hand, patiently, treating the thread with great care",vpRIABctmrY
cannons," The threads coming from the ""cannons"" pass separately through the sledgehammer and the weaver assembles them on the warper, always respecting the cross",vpRIABctmrY
la panae," A typical dessert from Fraga, made with the open figs that was already prepared in the drying, was ""la panae""",Z2nwjvVxJUc
 Could you give me something?," There were women who had such a bad time that they hid their faces at night and asked around the houses: "" Could you give me something?"" and with their faces covered they said they were witches, and one owed him bread, the other something else, and so they already had dinner that night",Z2nwjvVxJUc
runners," With all the production collected and selected, we only had to wait for the visit of the ""runners"" to negotiate the price of each ""game",Z2nwjvVxJUc
teuladeta,"- The arroba drawer was the most classic, two bars, one on each side and the cartridges crossed in the middle, then there is the median, which was also the same but more samples were used, and the sheets and kilos Since many samples were made, the ""teuladeta"" was made, which was a set of figs like a chain, the spike, the chain, it was made up to La Virgen del Pilar, not all of them, but I knew a woman who made the shape of the Virgen del Pilar the bottle, folded figs, figs that formed flowers, many samples were made, it was an art to know how to box before",Z2nwjvVxJUc
Higos Fraga," Competition emerged with figs from other populations that were marketed as a source of Fraga, joined the fragatinos to get the appellation of ""Higos Fraga"" in 1929 shifting cultivation has almost completed the fig trees Fraga and although today High quality figs continue to be produced, and they are generally marketed green",Z2nwjvVxJUc
overthrowing,"- The resination process begins by ""overthrowing"" the pines with the garrancha in the month of March",QY6HmvutEUA
de hugues," This working technique, which consists of tracing the pines with the adze, extracting small serojas or wood shavings, is called ""de hugues""",QY6HmvutEUA
escabanadera," This is called ""escabanadera""",kYGKAtrPGos
photons," Sometimes they left them as is, but then later to make it look better, they began to make the ""photons""",kYGKAtrPGos
mansiega," Its completion was celebrated by those who commissioned it by inviting the artisans to a meal called ""mansiega""",XfnWWJfOP6A
look curious," As the carters say, the work has to ""look curious"", hence the polishing of the surfaces and the rounding of the edges and the butt",XfnWWJfOP6A
arming the thorn," The carters call ""arming the thorn"" to the threading of the needles in the beam",XfnWWJfOP6A
Voucher!," ""Voucher!""",XfnWWJfOP6A
you have to put order," As Federico says, ""you have to put order"" in the task",XfnWWJfOP6A
Voucher," ""Voucher""",XfnWWJfOP6A
tarajaderas," There, Bonifacio prepares the bars, the ""tarajaderas"", the plates, the straps of the machine, the overalls and other pieces",XfnWWJfOP6A
machimbra," The boards that form the boards will be tongue and groove, that is, assembled by the channels that form with the ""machimbra""",XfnWWJfOP6A
Fillet," ""Fillet"" consists of drawing geometric motifs with brightly colored paints crossing thin strips",XfnWWJfOP6A
machine," The assembly of the ""machine"" or brake, which will allow stopping the movement of the cart with a pulling system, is the fitting that completes the structure",XfnWWJfOP6A
thrown away,""" After two months of drying, the cube has ""thrown away"" the humidity and the frowns have fallen as the wood shrinks",BezsDw7cteE
tame," The carters have to ""tame"" the iron to get the circumference of the wheel",BezsDw7cteE
by hot water,""" Formerly the union of the irons was done ""by hot water"", with sand, since there were no fusible alloys that allowed metals to adhere to each other",BezsDw7cteE
skim," But first, you must ""skim"" them, that is, you have to divide them into four small squares with a few simple tools",bccyKobJaic
marks,""" After the master goldsmith has transferred the drawing to the silver plate, blow by blow ""marks"" the baselines of the work",ilOhMKJd4FY
whitening,""" The ""whitening"" is a dissolution, in small proportions, of vitriol with water",ilOhMKJd4FY
speck," The ""speck"", as this plant is popularly called in Plenas, blooms in summer and se harvested in mid-August",lFbjGCvhHsk
El Vito," ""El Vito"" as he is called in Plenas, will motivate him to make his own cologne",lFbjGCvhHsk
 score the points," At eighty-four years old, he is still called on some occasion to "" score the points"" in the leveling of some field, more out of a sense of friendship than out of lucrative desire",lzjQ3W9LBTM
grade," Valentín looks at the imaginary line formed by the two levels and has the central line of the tablet placed on that line to obtain the ""grade"" point that will serve as a reference in the next measurements",lzjQ3W9LBTM
takes out the zero," Valentín ""takes out the zero"", which consists of keeping the board fixed at a point that is already level, and moving the level to another area of ​​the field",lzjQ3W9LBTM
zero," Taking into account that the point marked on the board is ""zero"", from this new location it continues to add new points",lzjQ3W9LBTM
arrobar," Then came the scrap or kind of one meter long dipper that, first dragged by horses and later with a tractor, collected the excess soil at one point and took it to the field area where it was needed; ""arrobar"" was called this work",lzjQ3W9LBTM
points," Almost all the fields in the area were looked at point by point because of the tired eyes of this man who, from time to time, ""points"" to a field of his own or of a friend",lzjQ3W9LBTM
loops,""" At certain distances the ""loops"" are placed that serve to deposit the threads in each of their lanes or separations, preventing them from getting dirty on the ground or getting entangled between them",sfaLUi-qtnA
passing,""" The objective of the process of ""passing"" is to remove the remaining hemp and thin the cords that will form the rope",sfaLUi-qtnA
plain," Carmelo prepares the cords with an iron mesh, so that later José passes the ""plain"", which is a piece of wet jacket",sfaLUi-qtnA
 dry ," Now the mesh is passed over it and then a"" dry ""is passed to it, which is called, and then the cords are left to dry and to be quilted",sfaLUi-qtnA
fustre," The process of corking the rope It is identical to that of the cords, and only the thickness of the rope, the hook and the wooden ""fustre"" vary",sfaLUi-qtnA
muir," Anita, like every morning, has gone to milk or ""muir"" one of the cows, which has remained in the stable for having her calf with decomposition",4uAL1Jd3XqE
pint," After leaving the milk to rest overnight, the next morning they remove the cream or ""pint"" that has formed on the surface",4uAL1Jd3XqE
spinning," This work is called ""spinning"" and it takes several days to get enough cream to make a stick of butter",4uAL1Jd3XqE
 or ," "" The women of San Juan used a pig bladder or ""vichiga"", moistened for flexibility, to close the pot where the ""pint"" or ""fold"" shake was to be made",4uAL1Jd3XqE
folding the pint," Anita begins the work of whipping the cream or ""folding the pint"" as they say in San Juan de Plan",4uAL1Jd3XqE
Now this is washed," ""Now this is washed"" ""Now I have washed it, I have washed it with the hot one",4uAL1Jd3XqE
now we no longer wash it,""" ""now we no longer wash it"" To give it the shape of a bar Anita Handle the butter with a wooden paddle until it is solid and has a fine touch",4uAL1Jd3XqE
 In his work ," "" In his work ""RECUERDOS DE ESPAÑA"", written in the middle of the last century, J",4xq_fCuIFDA
EL ARTE CRISTIANO," In 1899, ""EL ARTE CRISTIANO"" had about two hundred models and published a special catalog for Central and South America",BwK1dw_2bo8
rabbit,""" In a corner of the workshop, Manuel heats the natural glue, popularly called ""rabbit"", in a container in a water bath",BwK1dw_2bo8
saints," All the details of the images or ""saints"", as they are popularly called, are painted by hand with oils",BwK1dw_2bo8
La Dehesa,""" Some veteran fishfingers of Quintanar de la Sierra, guided by an eagerness to remember this old trade, have decided to recover one of the almost forty fish ovens that the Monte de ""La Dehesa"" had in its flourishing times, since Carlos IV ordered install here the Royal Bitumen Factory to supply tar to waterproof the wood of the ships",WvoDsciOyKc
encouragement," That means they have to put in more wood so that it has ""encouragement"" throughout the night, as these fish say",WvoDsciOyKc
broken," Our friend the charcoal burner continues to control the evolution of the fire inside the headland and observes that it must be ""broken""",OMFiwj97Cj4
renchidura,"- Feeding the coal bunker or making ""renchidura"" as the charcoal burners of this area say consists of throwing logs in the inside of the mouth to feed the fire, thus preventing the flame from passing to the rest of the charcoal burner, consuming the firewood",OMFiwj97Cj4
crack," Covering holes, giving ""crack"" and orienting the chimneys have been the main attentions so far",OMFiwj97Cj4
splinters," With the help of his family, Hilario has been able to reach the center of the head where his heart is turned into ashes as a result of the burning of the logs that were thrown for the ""splinters""",OMFiwj97Cj4
cascos," Currently, Paulina serves customers with panache and grace, offering them to try the ""cascos"" or small pieces of churros that result from the chopping of the threads",IHaKs--0G4I
play," What they call ""play"" consists of adding or removing an amount of oil, to cool the boiler when it is excessively hot",IHaKs--0G4I
Go ahead," ""Go ahead""",IHaKs--0G4I
by the eye of a good cubero," As José says: ""by the eye of a good cubero""",ukpuEjCW5EU
flat," The manufacture of a barrel begins by shaping the staves, lowering them at their tips, in a kind of large garlopa called ""flat""",OUWdInH2JWg
joining the wood," This work of ""joining the wood"" consists of giving the appropriate shape to the boards, with a slight bevel, so that when joining some staves with others, the round shape of the barrel is obtained",OUWdInH2JWg
 and ," "" When the two heads have been scratched and the ""head"" and ""neck"" rings of the barrel are mounted, José proceeds to brush the joint of the staves so that they are all even",OUWdInH2JWg
chup-chup," Well, now what we are going to do is, that the capon in its sauce and in its juice and with the ingredients that we have put in it, make the ""chup-chup"" for an hour or an hour and a half depending on the fire of the texture",tMrnSr9P6GI
salagón," The amount of clay soil, or ""salagón"", which accompanied this plaster in the form of streaks, was very large, reducing its quality",Lrz4vjfGXHU
desolate," To extract the stone in these mines, first it was necessary to clear the rubble or remove the layer of earth, to leave the plaster ""desolate"", or free",Lrz4vjfGXHU
sunken," The first layers of mineral that had been in the open for a long time, came out ""sunken"", forcing the extraction to deepen until reaching the heart of the mine",Lrz4vjfGXHU
Embarrar," ""Embarrar"" was called the fact of preparing a crack under the stone vein, which would allow the introduction of the bar to leverage",Lrz4vjfGXHU
corbillos," The ""corbillos"" or shallow baskets were used to transport the mineral to the car, which was used to take it to the hornazo",Lrz4vjfGXHU
hornazo," The oven box or ""hornazo"" was located on the outskirts of the town at an accessible point",Lrz4vjfGXHU
Take it out of mouths," ""Take it out of mouths"" was called the construction phase of the nozzles, which began with the placement of the guide stones or benches on the ground",Lrz4vjfGXHU
paraderas," Supported on the benches, the ""paraderas"" were placed provisionally held with a pole or prop",Lrz4vjfGXHU
for the oven," Once the nozzles were finished, they proceeded to ""for the oven"" or filling the hornazo",Lrz4vjfGXHU
Entapecer," This work was called ""Entapecer""",Lrz4vjfGXHU
zagones," The ""zagones"", or protective canvas for trousers, were the traditional and practical clothing of plasterers",Lrz4vjfGXHU
"façade,"," The furnace front, or ""façade,"" was raised with flat, tile-shaped gypsum stones to reduce voids",Lrz4vjfGXHU
border," Due to their flat shape, they were placed on the ""border"" of the oven",Lrz4vjfGXHU
recautillo," the ""recautillo"" was a small forward who culminating in the façade, preventing the earth from falling into the plaster",Lrz4vjfGXHU
foricacha," The ""foricacha"" was a long stick terminated at one end by a metal fork with two ends",Lrz4vjfGXHU
Escalibar," ""Escalibar"" was called the work of removing the embers from the nozzles so that they would not be blinded",Lrz4vjfGXHU
frontier," The plasterer led it progressively towards the ""frontier"", or front, while the stone was being fired",Lrz4vjfGXHU
caramuello," To check if the plaster was already burned, handfuls of straw were thrown on the stones of the ""caramuello"" open and exposed to the elements in the upper part once they turned black",Lrz4vjfGXHU
rolladero," The rolling or meshing of the plaster was done on a hard ground esplanade, next to the oven, called ""rolladero""",Lrz4vjfGXHU
fire crockery ,"Within the Aragonese region, there were many potteries that produced ""fire crockery "", that is, pieces for domestic use used for cooking, containing food and serving it at the table",XbnrXBMvzQQ
jada," The supply of land is done in the neighboring mount of San Benito, once or twice a year, with the blow of ""jada"" (hoe)",XbnrXBMvzQQ
Destorrocar," ""Destorrocar"" is called the work of breaking the clods with the hoe, leaving the earth fine",XbnrXBMvzQQ
basonadas," The two pools or ""basonadas"" are located in a semi-covered area, next to the workshop, at two different levels and joined by a drainage hole",XbnrXBMvzQQ
pocillo," The lower pool is in turn connected to the ""pocillo"", which allows the water that is above the level of the mud to be collected",XbnrXBMvzQQ
ciazo," A ""ciazo"" (sieve) allows to separate the solid matter, such as straw or cattle excrement, that remain floating in the mixture",XbnrXBMvzQQ
mud deposit," Once the paste is obtained, it is stored in a well inside the workshop called the ""mud deposit"" where it is kept with the necessary humidity until it is used",XbnrXBMvzQQ
pastones," When the potter needs clay to carry out the work, he extracts it from the deposit and sticks it on the wall in the form of ""pastones"" so that it loses part of the humidity",XbnrXBMvzQQ
pastón," With a frusto-conical shape, the potter places the ""pastón"" on the panete of the wheel to proceed with its molding",XbnrXBMvzQQ
escabeta," The ""escabeta"" is a piece of boxwood, with holes in the center, which is used to raise the clay in the wheel and refine the walls of the larger pieces",XbnrXBMvzQQ
straightener," The ""straightener"" or badana, is a piece of leather that allows smoothing the walls of the pieces",XbnrXBMvzQQ
cutting thread," With the ""cutting thread"", the craftsman separates the pieces of dough, once they have been molded",XbnrXBMvzQQ
nipples," To this decoration of laces, the form of ""nipples"" sprinkled at symmetrical points of the pieces is sometimes added ",XbnrXBMvzQQ
enfornado," The ""enfornado"" or placement of the pieces in the oven, is a delicate phase of pottery",XbnrXBMvzQQ
helmets," To prevent the pieces from touching the wall of the furnace, it is covered with ""helmets"" or broken vessels on its entire surface",XbnrXBMvzQQ
firing," In the firing or ""firing"", the potter risks the work of several months, and that is why any security measure is insufficient to carry out this part of the process",XbnrXBMvzQQ
samples," Inside the oven, he places two pieces fixed with rubble, called ""samples"" that, with their color changes, will indicate the temperature at each moment",XbnrXBMvzQQ
tempering," That is why the first six hours are for ""tempering"" the oven, and the following six, for live fire",XbnrXBMvzQQ
unformed," The ""unformed"" is a slow and difficult task that is not without risk",XbnrXBMvzQQ
pichela," The ""pichela"" or jug ​​with a pouring spout, was used to contain wine and other liquids",XbnrXBMvzQQ
drainers," The ""drainers"", They fulfill the function of draining the water from the washed food",XbnrXBMvzQQ
horteras," The ""horteras"" were used to store food and as salad bowls",XbnrXBMvzQQ
tortilleros," The ""tortilleros"" are shallow dishes, with a high foot or very marked base, where they were held to turn the tortilla",XbnrXBMvzQQ
soperas," The ""soperas"" have two catchers and a lid with a top knob",XbnrXBMvzQQ
 With the presence of the ," "" With the presence of the ""scarecrows"" in the garden, these women from San Juan de Plan try to keep the birds away from the seed before the plant grows",nddeCS7nlHY
moixons," The ""moixons"", the birds, have eaten it",nddeCS7nlHY
modolón," This is a ""modolón"" ""Ta takes the seed",nddeCS7nlHY
Capellera," This forces these people of the modolones mountain cover with a ""Capellera"" made of branches",nddeCS7nlHY
riscla,""" This work consists of first separating the stem from the seed and the leaves or ""riscla"", by stroking and rubbing with the hands",nddeCS7nlHY
lees," With strong blows to the stems, the hemp fiber is separated from the ""lees""",nddeCS7nlHY
cruxe," Alfredo ""cruxe"" and I clarify with the clarifying gram",nddeCS7nlHY
risclo," I get the ""risclo"" out of him",nddeCS7nlHY
blots," The worst quality remains are the ""blots"" and are used to make coarse fabrics for the field",nddeCS7nlHY
priñons," The ""priñons"" or sloes that Josefina picked in the fall, today are going to have their application to provoke saliva during the spinning of hemp",nddeCS7nlHY
Priñons," ""Priñons"" ""Let's see if more saliva is made, that by spinning everything wears out, saliva and everything",nddeCS7nlHY
madaixas," In order to wash the hemp thread well, the women of San Juan They collect it in skeins or ""madaixas"", which are made up of three fusadas each",nddeCS7nlHY
snake pat," Pour the clean water into the cauldron with the ""snake pat"" When it boils it is poured here, the one that falls is thrown into the cauldron and so on for 3 hours",nddeCS7nlHY
lisiva," Among other uses, ""lisiva"" was used to wash colored clothes and as a high-quality hair shampoo ",nddeCS7nlHY
lysiva," After successive passes of the liquid through the ash and the hemp, the ""lysiva"" comes out darker and darker, which indicates that the process is already coming to an end",nddeCS7nlHY
cuairons," Its fastening to form the formwork box was made by means of crossbars called ""cuairons"", which gave a separation of half a meter, or the measure that the architect wanted to give the wall thickness",LdlvrIbogS8
chopping board," The closure of the free side of the formwork was done with a wooden board called ""chopping board"", which in turn, prevented the boards from joining each other",LdlvrIbogS8
gravel," As the masters in the field say, the earth must have a lot of ""gravel"", because the gravel is the support of the wall",LdlvrIbogS8
cascallo," The small layers or layers 8 or 10 centimeters high of ""cascallo"" soil, slightly moistened, require great skill and practice to be packed with the blow of a mallet or ""ram""",LdlvrIbogS8
Attacking," ""Attacking"" is called this work of continuously hitting the layer of earth, uniting all the particles until leaving a compact and resistant mass",LdlvrIbogS8
tamper," The thud of the tapping of the ""tamper"" indicates the moment in which it is convenient to add a new layer of earth, revealing in turn, any failure in the quality of the tread",LdlvrIbogS8
ruching," To prevent the soil from getting muddy and sticking to the mesh during tapping, after ""ruching"" the layer of soil with water to moisten it, a light layer of dry soil is added",LdlvrIbogS8
trescantón," The stone that fills the empty space is called ""trescantón"" and serves to maintain the horizontality and balance of the pillar",LdlvrIbogS8
cooked," Some master masons tore up the earth they were going to use before winter, and left it in piles to be ""cooked"" in the open air, aerating it from time to time",LdlvrIbogS8
wise," If, in addition to not being cut on the corresponding moon, it is done in the ""wise"" season, that is, in spring, to prevent them from spoiling, the bark must be removed from each of the trunks",LdlvrIbogS8
bridge," The central beam of the roof, stronger than the others, is called the ""bridge""",LdlvrIbogS8
Arabic tile," The tile used for the total closure of the roof is corrugated, normally called ""Arabic tile""",LdlvrIbogS8
capolar," The first process that the forcaire does in the workshop is ""capolar"" the forks, which consists of cutting the tips and the handle to certain measures",BmNnRjhv4XY
pitchfork stick," The ""pitchfork stick"", which occupies the center of the workshop, will be the support for all subsequent work",BmNnRjhv4XY
stick," Casimir takes the pitchforks one by one to work them on the ""stick"", while the others retain their heat in the embers of the ember",BmNnRjhv4XY
dollar,""" Now the ""dollar"" operation begins, which consists of lowering the thickness of the handle and the tines",BmNnRjhv4XY
blegador," For this work a wooden frame called ""blegador"" is used",BmNnRjhv4XY
blegar," With the ""blegar"" stick, the craftsman forces the tines to take the necessary curvature",BmNnRjhv4XY
punchonado," With the ""punchonado"", the forcaire gives a final look at the gallows to beautify and refine the defects produced by the mold",BmNnRjhv4XY
fornigueros," The first job that Hilario has to do is prepare the 250 ""fornigueros"", 30 to 35 kilos each, that will be needed to burn the oven",9kiB4dTjOmQ
 fornigueros ," While"" fornigueros "" They are drying in the sun, Hilario, helped by his son, goes to clean the oven and take out all the dirt that has fallen inside since it was last used",9kiB4dTjOmQ
cibiella,""" The stone bowls that are further away are carried with the ""cibiella"", more comfortable and practical than the stews, because the weight is better distributed in it",9kiB4dTjOmQ
stopping," In this job of ""stopping"" the kiln, the lime maker must fit the stones together",9kiB4dTjOmQ
pugones," Bring four wooden ""pugones"" that they will use to push the twig and stir the embers",9kiB4dTjOmQ
take a bite," Now Hilario can allow himself a short break to ""take a bite"", while Eugenio feeds and controls the fire",9kiB4dTjOmQ
calera," The need to continually feed the oven forces Hilario and his family to cook meals in the surroundings of the ""calera"" during the three days of the calcination",9kiB4dTjOmQ
chalks," However, the interior of some stones that were at the top of the furnace has not been burned and ""chalks"" have come out",9kiB4dTjOmQ
disentangle," When he already has enough material, our friend the craftsman lays it on the ground, there it will dry in the sun for the eight or ten days that the leaves need to be able to ""disentangle"" them",NRPa9SuG9Yc
little employee," While Catalina braids the ""little employee"", Pedro is going to make a palm for us for Palm Sunday",NRPa9SuG9Yc
little job,""" When the ""little job"" is finished, Catalina irons it with the wooden mallet",NRPa9SuG9Yc
little,""" When she has enough ""little"" rounds sewn, Catalina can close the bottom of the jena",NRPa9SuG9Yc
piquillo," The ""piquillo"" will go at the end of the brim of the hat to embellish it",NRPa9SuG9Yc
the old one,"One of the most representative fish species of the Canary Islands is without a doubt ""the old one""",xiO9r6DJqqs
over-tip," And since the length of the horns is not enough to obtain the tip of a reed, our friend Fernando will have to join two tips, one finer than the other, called ""tip"" and ""over-tip""",xiO9r6DJqqs
the old lady," But to catch ""the old lady"" you need bait",xiO9r6DJqqs
carnaeros," Every morning our friend the fisherman spends a few hours catching some small crabs that are in certain areas of the coast of Caleta de Cotillo called ""carnaeros""",xiO9r6DJqqs
the old woman," Fernando has been fishing ""the old woman"" for the traditional rod system since he was 15 years old",xiO9r6DJqqs
The old woman," ""The old woman"" is a gregarious fish that moves in the form of schools",xiO9r6DJqqs
La Vieja," ""La Vieja"" is fished along the coast throughout the year when the sea is good",xiO9r6DJqqs
the old ones," When that time of passage of ""the old ones"" has elapsed, it is time to return with all the captures",xiO9r6DJqqs
The old ones," ""The old ones"" dried them and then sent them to Tenerife To let the air pass through them and dry them normally, Fernando places a small stone on the spine to keep it separated from the meat",xiO9r6DJqqs
pitigueras," The ""pitigueras"" replace the ropes to tie the bundles made with twig",2fKjKkI_KWo
bucho," The subsistence economy of these mountains has made their inhabitants take advantage of everything that nature offered them, and therefore, with some branches of ""bucho"" they prepare a broom",2fKjKkI_KWo
pass the laundry," To ""pass the laundry"", the women have gathered in the kitchen of one of the houses",2fKjKkI_KWo
cenisé," A cloth called ""cenisé"" covers all the clothes",2fKjKkI_KWo
bench," On a first trip, Maruja puts the cauldron on her shoulder from copper and Adolfina lowers the ""bench"" and the head",2fKjKkI_KWo
thick," ""The truth is, it lasts, but since our bones have already been tamed since we were little, this is like going to a festival"" The clothes that have become ""thick"" in the baciones, Maruja and Adolfina take them down again to the river bank to rinse under running water",2fKjKkI_KWo
packed," All the clothes are now ""packed"" and rinsed",2fKjKkI_KWo
conlloquer," The economic organization of the ramada on the bank of the Isábena, follows the system of ""conlloquer"", that is, one or more ranchers rent the pastures of the mountains of the Arán valley, and each owner who contributes his herd, will pay an agreed amount for each animal",WsNJa0fvNg4
tocendo," As there are several heads of each herd that have joined in the highlands of the Sierra de Sis, some want to be noticed as leaders of the ramada ""tocendo"" among themselves with loud and dry blows",WsNJa0fvNg4
drowsy," Some sheep become ""drowsy"" or ""amorous",WsNJa0fvNg4
sleepy,""" When losing its sense of direction, the ""sleepy"" sheep gets lost in the herd and must be abandoned to its fate",WsNJa0fvNg4
fly shit," The most common cures carried out by shepherds are disinfection and, above all, rid the animals of the dangerous ""fly shit"" in the sores that, with the laying of eggs, produce worms in a few hours that go increasing and infecting the wound",WsNJa0fvNg4
patera," Many of the animals begin to suffer from the ""patera"", which is a disease produced in part by the humidity of the soil, which requires a skillful cleaning of the hooves",WsNJa0fvNg4
slaves," Enrique ""slaves"" the dog by cutting the tips of its fangs so that when it bites, it does not tear the muscle of its legs",WsNJa0fvNg4
pasatxe," The ""pasatxe"" is the payment that was traditionally made to pass the herd for each term",WsNJa0fvNg4
roam," At noon, when the sun sets, the cattle stop to ""roam"" until mid-afternoon when the heat eases",WsNJa0fvNg4
amurriar," After ""amurriar"" in the hottest hours and before starting the march, shepherds and ranchers take the opportunity to cure the animals that need it, or to milk the goats that carry the truss loaded with milk",WsNJa0fvNg4
smell of burning horn," The expression ""smell of burning horn"" so often used to describe an unpleasant environment has its justification here",FN7eMijTowU
regadou," With the help of templates and a steel punch called ""regadou"" mark the sketches on the plate",FN7eMijTowU
pearl," The hollow at the base of the tines is shaped like a pearl, hence the name of the ""pearl"" that has been given to this phase of the process",FN7eMijTowU
